runid,graph_sub_path,results_sub_path,summary_results_filename,subid,detailed_results_filename,graph_filename,quantum,locations,slice,shots,mode,iterations,gray,hot_start,gradient_type,formulation,layers,std_dev,lr,weight_decay,momentum,alpha,big_a,c,eta,gamma,s,qubits,elapsed,hot_start_dist,best_dist_found,best_dist,iteration_found,cache_max_size,cache_items,cache_hits,cache_misses
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,12-45-09,results\20250407-10-06-44\12-45-09.csv,graphs\20250407-10-06-44\12-45-09.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,2.5e-05,0.0004,0.1,,,,,,,21,247.1701421737671,n/a,428.1000061035156,290.2,8,500000,1934,351474,1934
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,12-49-16,results\20250407-10-06-44\12-49-16.csv,graphs\20250407-10-06-44\12-49-16.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,5e-05,0.0004,0.1,,,,,,,21,245.9774615764618,n/a,383.29998779296875,290.2,11,500000,3964,349444,3964
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,12-53-22,results\20250407-10-06-44\12-53-22.csv,graphs\20250407-10-06-44\12-53-22.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0001,0.0004,0.1,,,,,,,21,253.69770979881287,n/a,350.8999938964844,290.2,235,500000,6449,346959,6449
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,12-57-36,results\20250407-10-06-44\12-57-36.csv,graphs\20250407-10-06-44\12-57-36.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0002,0.0004,0.1,,,,,,,21,263.131228685379,n/a,298.29998779296875,290.2,221,500000,276976,76432,276976
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-01-59,results\20250407-10-06-44\13-01-59.csv,graphs\20250407-10-06-44\13-01-59.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0004,0.0004,0.1,,,,,,,21,260.4262320995331,n/a,327.29998779296875,290.2,94,500000,276486,76922,276486
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-06-20,results\20250407-10-06-44\13-06-20.csv,graphs\20250407-10-06-44\13-06-20.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0008,0.0004,0.1,,,,,,,21,244.10248017311096,n/a,314.79998779296875,290.2,78,500000,277084,76324,277084
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-10-24,results\20250407-10-06-44\13-10-24.csv,graphs\20250407-10-06-44\13-10-24.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0016,0.0004,0.1,,,,,,,21,211.26008701324463,n/a,304.8999938964844,290.2,44,500000,275529,77879,275529
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-13-55,results\20250407-10-06-44\13-13-55.csv,graphs\20250407-10-06-44\13-13-55.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0032,0.0004,0.1,,,,,,,21,210.69600558280945,n/a,338.1000061035156,290.2,68,500000,278465,74943,278465
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-17-26,results\20250407-10-06-44\13-17-26.csv,graphs\20250407-10-06-44\13-17-26.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0064,0.0004,0.1,,,,,,,21,247.31568336486816,n/a,338.1000061035156,290.2,132,500000,274894,78514,274894
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-21-34,results\20250407-10-06-44\13-21-34.csv,graphs\20250407-10-06-44\13-21-34.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0128,0.0004,0.1,,,,,,,21,216.55458569526672,n/a,290.29998779296875,290.2,223,500000,278740,74668,278740
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-25-10,results\20250407-10-06-44\13-25-10.csv,graphs\20250407-10-06-44\13-25-10.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0256,0.0004,0.1,,,,,,,21,208.6235077381134,n/a,298.3999938964844,290.2,201,500000,277487,75921,277487
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-28-39,results\20250407-10-06-44\13-28-39.csv,graphs\20250407-10-06-44\13-28-39.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0512,0.0004,0.1,,,,,,,21,207.64310145378113,n/a,330.0,290.2,57,500000,275536,77872,275536
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-32-07,results\20250407-10-06-44\13-32-07.csv,graphs\20250407-10-06-44\13-32-07.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.1024,0.0004,0.1,,,,,,,21,209.0515956878662,n/a,330.0,290.2,14,500000,274883,78525,274883
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-35-36,results\20250407-10-06-44\13-35-36.csv,graphs\20250407-10-06-44\13-35-36.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.2048,0.0004,0.1,,,,,,,21,207.49932312965393,n/a,298.3999938964844,290.2,111,500000,278603,74805,278603
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-39-04,results\20250407-10-06-44\13-39-04.csv,graphs\20250407-10-06-44\13-39-04.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,2.5e-05,0.001,0.1,,,,,,,21,194.15841126441956,n/a,465.8999938964844,290.2,3,500000,1392,352016,1392
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-42-18,results\20250407-10-06-44\13-42-18.csv,graphs\20250407-10-06-44\13-42-18.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,5e-05,0.001,0.1,,,,,,,21,208.24336194992065,n/a,414.6000061035156,290.2,4,500000,3038,350370,3038
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-45-46,results\20250407-10-06-44\13-45-46.csv,graphs\20250407-10-06-44\13-45-46.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0001,0.001,0.1,,,,,,,21,202.72549080848694,n/a,398.3999938964844,290.2,5,500000,2520,350888,2520
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-49-09,results\20250407-10-06-44\13-49-09.csv,graphs\20250407-10-06-44\13-49-09.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0002,0.001,0.1,,,,,,,21,226.26146149635315,n/a,290.20001220703125,290.2,107,500000,273614,79794,273614
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-52-56,results\20250407-10-06-44\13-52-56.csv,graphs\20250407-10-06-44\13-52-56.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0004,0.001,0.1,,,,,,,21,248.93886923789978,n/a,319.29998779296875,290.2,17,500000,277534,75874,277534
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,13-57-05,results\20250407-10-06-44\13-57-05.csv,graphs\20250407-10-06-44\13-57-05.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0008,0.001,0.1,,,,,,,21,228.03624367713928,n/a,314.79998779296875,290.2,55,500000,277890,75518,277890
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-00-53,results\20250407-10-06-44\14-00-53.csv,graphs\20250407-10-06-44\14-00-53.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0016,0.001,0.1,,,,,,,21,219.82738733291626,n/a,316.8999938964844,290.2,37,500000,274318,79090,274318
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-04-33,results\20250407-10-06-44\14-04-33.csv,graphs\20250407-10-06-44\14-04-33.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0032,0.001,0.1,,,,,,,21,210.1401650905609,n/a,298.3999938964844,290.2,137,500000,274305,79103,274305
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-08-03,results\20250407-10-06-44\14-08-03.csv,graphs\20250407-10-06-44\14-08-03.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0064,0.001,0.1,,,,,,,21,218.1491458415985,n/a,304.20001220703125,290.2,243,500000,276136,77272,276136
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-11-42,results\20250407-10-06-44\14-11-42.csv,graphs\20250407-10-06-44\14-11-42.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0128,0.001,0.1,,,,,,,21,219.53751254081726,n/a,338.70001220703125,290.2,139,500000,277333,76075,277333
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-15-21,results\20250407-10-06-44\14-15-21.csv,graphs\20250407-10-06-44\14-15-21.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0256,0.001,0.1,,,,,,,21,223.24098110198975,n/a,328.70001220703125,290.2,36,500000,276410,76998,276410
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-19-05,results\20250407-10-06-44\14-19-05.csv,graphs\20250407-10-06-44\14-19-05.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0512,0.001,0.1,,,,,,,21,221.4853708744049,n/a,315.79998779296875,290.2,195,500000,274690,78718,274690
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-22-46,results\20250407-10-06-44\14-22-46.csv,graphs\20250407-10-06-44\14-22-46.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.1024,0.001,0.1,,,,,,,21,224.44485354423523,n/a,314.79998779296875,290.2,226,500000,276804,76604,276804
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-26-31,results\20250407-10-06-44\14-26-31.csv,graphs\20250407-10-06-44\14-26-31.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.2048,0.001,0.1,,,,,,,21,221.66367721557617,n/a,314.79998779296875,290.2,234,500000,277387,76021,277387
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-30-13,results\20250407-10-06-44\14-30-13.csv,graphs\20250407-10-06-44\14-30-13.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,2.5e-05,0.05,0.1,,,,,,,21,200.07232403755188,n/a,358.1000061035156,290.2,16,500000,2990,350418,2990
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-33-33,results\20250407-10-06-44\14-33-33.csv,graphs\20250407-10-06-44\14-33-33.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,5e-05,0.05,0.1,,,,,,,21,201.68084859848022,n/a,390.1000061035156,290.2,11,500000,2741,350667,2741
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-36-55,results\20250407-10-06-44\14-36-55.csv,graphs\20250407-10-06-44\14-36-55.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0001,0.05,0.1,,,,,,,21,206.64192819595337,n/a,352.3999938964844,290.2,23,500000,25551,327857,25551
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-40-22,results\20250407-10-06-44\14-40-22.csv,graphs\20250407-10-06-44\14-40-22.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0002,0.05,0.1,,,,,,,21,213.75690388679504,n/a,324.0,290.2,81,500000,277707,75701,277707
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-43-56,results\20250407-10-06-44\14-43-56.csv,graphs\20250407-10-06-44\14-43-56.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0004,0.05,0.1,,,,,,,21,210.97718119621277,n/a,314.79998779296875,290.2,183,500000,273406,80002,273406
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-47-27,results\20250407-10-06-44\14-47-27.csv,graphs\20250407-10-06-44\14-47-27.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0008,0.05,0.1,,,,,,,21,212.16683268547058,n/a,304.20001220703125,290.2,65,500000,274970,78438,274970
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-50-59,results\20250407-10-06-44\14-50-59.csv,graphs\20250407-10-06-44\14-50-59.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0016,0.05,0.1,,,,,,,21,210.77565622329712,n/a,312.29998779296875,290.2,64,500000,276301,77107,276301
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-54-30,results\20250407-10-06-44\14-54-30.csv,graphs\20250407-10-06-44\14-54-30.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0032,0.05,0.1,,,,,,,21,221.79162096977234,n/a,298.3999938964844,290.2,134,500000,278364,75044,278364
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,14-58-12,results\20250407-10-06-44\14-58-12.csv,graphs\20250407-10-06-44\14-58-12.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0064,0.05,0.1,,,,,,,21,231.61092281341553,n/a,319.29998779296875,290.2,194,500000,273734,79674,273734
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-02-04,results\20250407-10-06-44\15-02-04.csv,graphs\20250407-10-06-44\15-02-04.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0128,0.05,0.1,,,,,,,21,215.7724859714508,n/a,333.8999938964844,290.2,121,500000,275188,78220,275188
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-05-40,results\20250407-10-06-44\15-05-40.csv,graphs\20250407-10-06-44\15-05-40.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0256,0.05,0.1,,,,,,,21,216.2599217891693,n/a,290.20001220703125,290.2,43,500000,279759,73649,279759
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-09-16,results\20250407-10-06-44\15-09-16.csv,graphs\20250407-10-06-44\15-09-16.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0512,0.05,0.1,,,,,,,21,219.78837656974792,n/a,314.79998779296875,290.2,84,500000,278218,75190,278218
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-12-56,results\20250407-10-06-44\15-12-56.csv,graphs\20250407-10-06-44\15-12-56.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.1024,0.05,0.1,,,,,,,21,233.02049493789673,n/a,329.3999938964844,290.2,243,500000,278160,75248,278160
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-16-49,results\20250407-10-06-44\15-16-49.csv,graphs\20250407-10-06-44\15-16-49.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.2048,0.05,0.1,,,,,,,21,229.49584817886353,n/a,322.0,290.2,185,500000,276631,76777,276631
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-20-39,results\20250407-10-06-44\15-20-39.csv,graphs\20250407-10-06-44\15-20-39.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,2.5e-05,0.0004,0.2,,,,,,,21,213.90825533866882,n/a,356.70001220703125,290.2,15,500000,3048,350360,3048
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-24-13,results\20250407-10-06-44\15-24-13.csv,graphs\20250407-10-06-44\15-24-13.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,5e-05,0.0004,0.2,,,,,,,21,215.03642296791077,n/a,349.0,290.2,10,500000,3081,350327,3081
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-27-48,results\20250407-10-06-44\15-27-48.csv,graphs\20250407-10-06-44\15-27-48.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0001,0.0004,0.2,,,,,,,21,225.78703141212463,n/a,304.20001220703125,290.2,219,500000,16013,337395,16013
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-31-34,results\20250407-10-06-44\15-31-34.csv,graphs\20250407-10-06-44\15-31-34.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0002,0.0004,0.2,,,,,,,21,241.01282787322998,n/a,290.29998779296875,290.2,4,500000,272252,81156,272252
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-35-35,results\20250407-10-06-44\15-35-35.csv,graphs\20250407-10-06-44\15-35-35.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0004,0.0004,0.2,,,,,,,21,234.6417589187622,n/a,316.8999938964844,290.2,139,500000,276595,76813,276595
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-39-30,results\20250407-10-06-44\15-39-30.csv,graphs\20250407-10-06-44\15-39-30.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0008,0.0004,0.2,,,,,,,21,251.45948600769043,n/a,331.20001220703125,290.2,176,500000,272631,80777,272631
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-43-42,results\20250407-10-06-44\15-43-42.csv,graphs\20250407-10-06-44\15-43-42.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0016,0.0004,0.2,,,,,,,21,238.4804172515869,n/a,304.8999938964844,290.2,96,500000,275909,77499,275909
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-47-40,results\20250407-10-06-44\15-47-40.csv,graphs\20250407-10-06-44\15-47-40.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0032,0.0004,0.2,,,,,,,21,223.12849164009094,n/a,330.6000061035156,290.2,240,500000,275343,78065,275343
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-51-24,results\20250407-10-06-44\15-51-24.csv,graphs\20250407-10-06-44\15-51-24.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0064,0.0004,0.2,,,,,,,21,226.8121054172516,n/a,312.29998779296875,290.2,151,500000,274673,78735,274673
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-55-10,results\20250407-10-06-44\15-55-10.csv,graphs\20250407-10-06-44\15-55-10.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0128,0.0004,0.2,,,,,,,21,226.25626945495605,n/a,315.79998779296875,290.2,185,500000,274428,78980,274428
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,15-58-57,results\20250407-10-06-44\15-58-57.csv,graphs\20250407-10-06-44\15-58-57.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0256,0.0004,0.2,,,,,,,21,227.65747928619385,n/a,330.0,290.2,56,500000,276269,77139,276269
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-02-45,results\20250407-10-06-44\16-02-45.csv,graphs\20250407-10-06-44\16-02-45.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0512,0.0004,0.2,,,,,,,21,233.83344721794128,n/a,290.29998779296875,290.2,179,500000,276529,76879,276529
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-06-39,results\20250407-10-06-44\16-06-39.csv,graphs\20250407-10-06-44\16-06-39.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.1024,0.0004,0.2,,,,,,,21,227.86706614494324,n/a,314.70001220703125,290.2,112,500000,280320,73088,280320
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-10-27,results\20250407-10-06-44\16-10-27.csv,graphs\20250407-10-06-44\16-10-27.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.2048,0.0004,0.2,,,,,,,21,227.87759637832642,n/a,290.29998779296875,290.2,64,500000,275197,78211,275197
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-14-15,results\20250407-10-06-44\16-14-15.csv,graphs\20250407-10-06-44\16-14-15.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,2.5e-05,0.001,0.2,,,,,,,21,217.89744305610657,n/a,356.70001220703125,290.2,28,500000,2735,350673,2735
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-17-53,results\20250407-10-06-44\16-17-53.csv,graphs\20250407-10-06-44\16-17-53.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,5e-05,0.001,0.2,,,,,,,21,217.4232635498047,n/a,361.70001220703125,290.2,3,500000,4013,349395,4013
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-21-30,results\20250407-10-06-44\16-21-30.csv,graphs\20250407-10-06-44\16-21-30.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0001,0.001,0.2,,,,,,,21,213.94135689735413,n/a,328.70001220703125,290.2,3,500000,8995,344413,8995
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-25-05,results\20250407-10-06-44\16-25-05.csv,graphs\20250407-10-06-44\16-25-05.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0002,0.001,0.2,,,,,,,21,218.64569783210754,n/a,314.79998779296875,290.2,135,500000,273628,79780,273628
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-28-43,results\20250407-10-06-44\16-28-43.csv,graphs\20250407-10-06-44\16-28-43.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0004,0.001,0.2,,,,,,,21,212.83590245246887,n/a,313.0,290.2,42,500000,275652,77756,275652
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-32-16,results\20250407-10-06-44\16-32-16.csv,graphs\20250407-10-06-44\16-32-16.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0008,0.001,0.2,,,,,,,21,217.7142105102539,n/a,298.29998779296875,290.2,203,500000,276080,77328,276080
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-35-54,results\20250407-10-06-44\16-35-54.csv,graphs\20250407-10-06-44\16-35-54.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0016,0.001,0.2,,,,,,,21,230.38697266578674,n/a,330.6000061035156,290.2,48,500000,275826,77582,275826
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-39-45,results\20250407-10-06-44\16-39-45.csv,graphs\20250407-10-06-44\16-39-45.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0032,0.001,0.2,,,,,,,21,229.43619394302368,n/a,337.29998779296875,290.2,15,500000,278728,74680,278728
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-43-34,results\20250407-10-06-44\16-43-34.csv,graphs\20250407-10-06-44\16-43-34.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0064,0.001,0.2,,,,,,,21,232.9652931690216,n/a,304.20001220703125,290.2,22,500000,277287,76121,277287
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-47-27,results\20250407-10-06-44\16-47-27.csv,graphs\20250407-10-06-44\16-47-27.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0128,0.001,0.2,,,,,,,21,227.69777464866638,n/a,326.20001220703125,290.2,168,500000,280933,72475,280933
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-51-15,results\20250407-10-06-44\16-51-15.csv,graphs\20250407-10-06-44\16-51-15.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0256,0.001,0.2,,,,,,,21,245.14221596717834,n/a,338.20001220703125,290.2,92,500000,275636,77772,275636
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-55-21,results\20250407-10-06-44\16-55-21.csv,graphs\20250407-10-06-44\16-55-21.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0512,0.001,0.2,,,,,,,21,223.56572556495667,n/a,304.20001220703125,290.2,238,500000,274143,79265,274143
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,16-59-04,results\20250407-10-06-44\16-59-04.csv,graphs\20250407-10-06-44\16-59-04.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.1024,0.001,0.2,,,,,,,21,216.24198198318481,n/a,319.20001220703125,290.2,43,500000,275270,78138,275270
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-02-42,results\20250407-10-06-44\17-02-42.csv,graphs\20250407-10-06-44\17-02-42.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.2048,0.001,0.2,,,,,,,21,217.38500142097473,n/a,340.3999938964844,290.2,93,500000,279309,74099,279309
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-06-19,results\20250407-10-06-44\17-06-19.csv,graphs\20250407-10-06-44\17-06-19.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,2.5e-05,0.05,0.2,,,,,,,21,207.77548098564148,n/a,314.70001220703125,290.2,40,500000,3858,349550,3858
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-09-47,results\20250407-10-06-44\17-09-47.csv,graphs\20250407-10-06-44\17-09-47.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,5e-05,0.05,0.2,,,,,,,21,203.73041892051697,n/a,408.1000061035156,290.2,4,500000,1450,351958,1450
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-13-11,results\20250407-10-06-44\17-13-11.csv,graphs\20250407-10-06-44\17-13-11.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0001,0.05,0.2,,,,,,,21,208.85408449172974,n/a,348.8999938964844,290.2,23,500000,108881,244527,108881
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-16-40,results\20250407-10-06-44\17-16-40.csv,graphs\20250407-10-06-44\17-16-40.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0002,0.05,0.2,,,,,,,21,216.72609090805054,n/a,313.0,290.2,140,500000,275375,78033,275375
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-20-17,results\20250407-10-06-44\17-20-17.csv,graphs\20250407-10-06-44\17-20-17.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0004,0.05,0.2,,,,,,,21,216.94499135017395,n/a,329.3999938964844,290.2,60,500000,276001,77407,276001
20250407-10-06-44,graphs\20250407-10-06-44,results\20250407-10-06-44,results\results.csv,17-23-54,results\20250407-10-06-44\17-23-54.csv,graphs\20250407-10-06-44\17-23-54.png,False,10,1.0,64,,250,False,False,SGD,original,2,0.05,0.0008,0.05,0.2,,,,,,,21,216.68836879730225,n/a,322.0,290.2,52,500000,276926,76482,276926
